product_id,name,price,price_value,image,seller,link,grade,fast_delivery
61799282,"누전차단기 TBE 203aN(TSE 203) 3P 125A 25KA
도매꾹판매가 252,800원 (1개 이상 구매) 바로가기","252,800원",252800,https://cdn1.domeggook.com/upload/item/2025/11/05/1762324384E6CC8C5C613DB4AB48BB66/1762324384E6CC8C5C613DB4AB48BB66_img_330?hash=780a318062f39a7c14ca95ae085956ac,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61799282,2,True
61494733,"누전차단기 산업용 TBE 204aN(TSE 204) 4P 175A 25KA
도매꾹판매가 308,100원 (1개 이상 구매) 바로가기","308,100원",308100,https://cdn1.domeggook.com/upload/item/2025/10/21/1761011053A9383A6CF2F1A2BD54C1A2/1761011053A9383A6CF2F1A2BD54C1A2_img_330?hash=044390249d2d8690897777b03e59b106,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61494733,2,True
