product_id,name,price,price_value,image,seller,link,fast_delivery
61963410,"남자 여자 겨울 방한화 부츠 기모 작업화 캠핑 낚시 신발 커플lf1065
도매꾹판매가 25,020원 (2개 이상 구매) 바로가기","25,020원",25020,https://cdn1.domeggook.com/upload/item/2025/11/14/1763099463544A1739535F577BF1A1DD/1763099463544A1739535F577BF1A1DD_img_330?hash=ab1e9e30ec11e575b33b1447cc45f5df,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61963410,True
61962486,"젬마 방울니트캡 골프모자 귀도리 겨울모자 털모자 등산 낚시 캠핑
도매꾹판매가 15,220원 (1개 이상 구매) 바로가기","15,220원",15220,https://cdn1.domeggook.com/upload/item/2025/11/14/176309652512C0E56B4C2CCC390E2079/176309652512C0E56B4C2CCC390E2079_img_330?hash=a0f4cf1c5d3840370ed76db543a950c7,,https://domemedb.domeggook.com/index/item/itemView.php?itemNo=61962486,True
